,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
885,No,Rarely,274.13,Unknown,9,4,Life Sciences,886,3,Male,34.26686507936508,2,1,Research Scientist,2,Unknown,2214.17,5756.83,0,Unknown,16,3.0,4,Part Time,0,3.0,5,3.0,2,2,2,1992,26570.0,Yes
886,No,Unknown,290.04,Research & Development,17,3,Unknown,887,17,Male,36.25443871706758,3,1,Research Scientist,4,Unknown,2342.59,6090.75,9,No,16,3.0,4,Part Time,0,6.0,4,3.0,3,1,2,1994,28111.13,No
887,No,Rarely,290.04,Unknown,1,2,Unknown,888,4,Male,,3,1,Laboratory Technician,2,Unknown,2342.59,6090.75,1,No,11,3.0,2,Part Time,1,5.0,2,3.0,5,0,4,1996,28111.13,Yes
888,No,Rarely,1131.31,Unknown,7,3,Other,889,2,Male,141.41369047619048,2,3,Healthcare Representative,3,Single,9137.5,23757.5,8,No,24,4.0,3,Full Time,0,,2,3.0,5,0,0,1974,109650.0,Yes
889,No,Rarely,262.37,Unknown,2,3,Unknown,890,4,Female,32.79662698412699,3,1,Research Scientist,3,Married,,5509.83,4,No,13,3.0,2,Part Time,1,,3,3.0,2,2,2,1987,25430.0,Yes
890,Yes,No,547.24,Unknown,19,3,Marketing,891,1,Male,68.40476190476191,4,2,Sales Executive,4,Unknown,4420.0,11492.0,8,Yes,13,3.0,2,Part Time,0,,3,2.0,5,0,4,1989,53040.0,Yes
891,No,Unknown,556.26,Unknown,10,4,Marketing,892,4,Female,,3,2,Sales Executive,3,Divorced,4492.84,11681.39,1,Yes,12,3.0,4,Part Time,1,,2,4.0,5,0,3,1999,53914.11,Yes
892,No,Unknown,290.04,Unknown,1,4,Unknown,893,2,Female,,3,1,Laboratory Technician,1,Unknown,,6090.75,3,No,16,3.0,2,Part Time,1,8.0,5,3.0,5,1,2,1981,28111.13,Yes
893,No,Unknown,2002.21,Unknown,5,2,Medical,894,1,Male,,3,5,Research Director,1,Married,16171.67,42046.33,4,Unknown,11,3.0,3,Full Time,1,24.0,4,2.0,4,1,2,1969,194060.0,No
894,No,Unknown,674.56,Unknown,4,4,Unknown,895,3,Female,84.31944444444446,3,2,Sales Executive,3,Married,5448.33,14165.67,9,No,15,3.0,1,Full Time,1,,3,3.0,3,1,2,1989,65380.0,Yes
895,No,Unknown,232.97,Unknown,21,3,Unknown,896,4,Male,,3,1,Laboratory Technician,4,Unknown,1881.67,4892.33,7,Unknown,20,4.0,1,Unknown,1,,1,3.0,3,1,2,1980,,Yes
896,No,Rarely,556.26,Unknown,8,4,Other,897,3,Female,,3,2,Healthcare Representative,3,Unknown,4492.84,11681.39,4,Yes,14,3.0,4,Part Time,0,,3,3.0,5,0,2,1980,53914.11,Yes
897,No,Rarely,228.84,Unknown,1,2,Unknown,898,4,Male,,2,1,Laboratory Technician,1,Married,,4805.67,1,No,12,3.0,3,Part Time,1,4.0,3,3.0,4,3,2,1992,22180.0,No
898,Yes,Rarely,290.04,Unknown,3,3,Medical,899,1,Male,,3,1,Laboratory Technician,1,Married,2342.59,6090.75,5,No,13,3.0,3,Part Time,1,6.0,5,3.0,2,0,2,1998,28111.13,Yes
899,No,Unknown,273.83,Unknown,10,2,Life Sciences,900,1,Male,,3,1,Research Scientist,4,Married,2211.67,5750.33,3,No,21,3.0,4,Part Time,2,8.0,3,2.0,2,0,2,1978,26540.0,Yes
900,No,Rarely,1582.77,Unknown,4,2,Life Sciences,901,4,Female,,3,4,Manager,4,Married,12783.92,33238.2,2,No,13,3.0,4,Full Time,0,31.0,2,1.0,5,1,4,1971,153407.07,No
901,Yes,Frequently,290.04,Unknown,6,2,Unknown,902,4,Female,,1,1,Sales Representative,3,Unknown,,6090.75,0,No,16,3.0,4,Part Time,1,3.0,3,2.0,2,1,0,1989,28111.13,Yes
902,No,Rarely,290.04,Unknown,23,3,Life Sciences,903,1,Female,,3,1,Research Scientist,4,Divorced,2342.59,6090.75,1,No,22,4.0,2,Part Time,2,,3,1.0,3,0,2,1997,28111.13,Yes
903,No,Unknown,1231.39,Unknown,3,4,Unknown,904,2,Male,153.92361111111111,2,3,Research Director,3,Unknown,9945.83,25859.17,1,No,18,3.0,3,Full Time,0,,2,3.0,10,0,7,1994,119350.0,Yes
904,Yes,Unknown,262.68,Unknown,25,5,Technical Degree,905,3,Female,,2,1,Research Scientist,2,Married,,5516.33,5,No,16,3.0,2,Part Time,0,6.0,2,4.0,2,1,1,1994,25460.0,No
905,No,Unknown,1842.8,Unknown,2,3,Life Sciences,906,1,Male,,3,4,Research Director,3,Married,,38698.83,6,No,13,3.0,3,Full Time,0,,2,1.0,3,0,1,1977,178610.0,No
906,No,Unknown,1032.49,Unknown,10,3,Marketing,907,3,Female,,2,3,Sales Executive,4,Unknown,8339.32,21682.23,2,Unknown,19,3.0,3,Unknown,1,15.0,3,3.0,3,1,2,1977,,No
907,No,Rarely,290.04,Sales,7,1,Marketing,908,4,Male,,3,1,Sales Representative,2,Single,,6090.75,0,Unknown,14,3.0,1,Part Time,0,,3,3.0,3,1,2,1993,28111.13,Yes
908,Yes,Frequently,1032.49,Human Resources,23,3,Unknown,909,2,Female,129.06091077207583,3,3,Human Resources,1,Divorced,,21682.23,9,Yes,15,3.0,3,Part Time,3,,2,3.0,3,0,2,1989,100071.84,No
909,No,Unknown,290.04,Unknown,5,2,Other,910,2,Male,36.25443871706758,3,1,Laboratory Technician,3,Married,2342.59,6090.75,4,No,17,3.0,4,Part Time,1,,4,3.0,2,2,0,1981,28111.13,Yes
910,Yes,Unknown,401.76,Research & Development,25,1,Technical Degree,911,3,Male,50.220238095238095,2,1,Laboratory Technician,3,Single,3245.0,8437.0,5,No,16,3.0,3,Full Time,0,4.0,3,3.0,2,1,2,2001,38940.0,Yes
911,No,Rarely,439.73,Unknown,19,3,Technical Degree,912,4,Male,,3,2,Manufacturing Director,4,Divorced,,9234.33,4,No,12,3.0,2,Part Time,2,8.0,2,4.0,3,1,2,1994,42620.0,Yes
912,No,Frequently,1086.12,Research & Development,18,1,Medical,913,1,Female,,3,3,Healthcare Representative,3,Married,,22808.5,5,No,11,3.0,4,Unknown,0,,3,2.0,2,1,2,1977,105270.0,Yes
913,Yes,Unknown,556.26,Sales,11,4,Other,914,4,Male,,4,2,Sales Executive,3,Unknown,,11681.39,8,Unknown,12,3.0,4,Part Time,0,,2,3.0,4,1,2,1991,53914.11,Yes
914,No,Unknown,247.62,Unknown,24,3,Medical,915,4,Male,,3,1,Sales Representative,4,Unknown,2000.0,5200.0,0,No,13,3.0,3,Unknown,2,3.0,3,3.0,2,2,1,1999,,No
915,No,Rarely,379.79,Unknown,25,2,Unknown,916,1,Male,,2,2,Laboratory Technician,4,Single,,7975.5,4,No,14,3.0,4,Part Time,0,,3,3.0,3,0,2,1988,36810.0,No
916,No,Unknown,556.26,Unknown,2,4,Life Sciences,917,3,Female,,3,2,Healthcare Representative,4,Married,4492.84,11681.39,1,No,13,3.0,2,Part Time,2,10.0,4,3.0,10,2,2,1981,53914.11,Yes
917,No,Rarely,1582.77,Unknown,1,4,Unknown,918,4,Female,197.8464183087028,2,4,Manager,1,Married,,33238.2,7,No,11,3.0,1,Full Time,1,21.0,3,1.0,3,0,2,1975,153407.07,Yes
918,No,Rarely,556.26,Unknown,1,4,Unknown,919,1,Female,,2,2,Human Resources,3,Unknown,4492.84,11681.39,4,No,11,3.0,2,Part Time,0,10.0,1,4.0,2,0,2,1979,53914.11,Yes
919,No,Unknown,290.04,Sales,14,3,Unknown,920,3,Female,36.25443871706758,3,1,Sales Representative,3,Unknown,2342.59,6090.75,1,Yes,18,3.0,4,Part Time,2,8.0,3,3.0,8,0,6,1989,28111.13,Yes
920,No,Unknown,355.64,Unknown,22,1,Technical Degree,921,3,Male,,3,1,Sales Representative,3,Unknown,2872.5,7468.5,1,Unknown,11,3.0,3,Full Time,0,,2,3.0,3,1,2,2002,34470.0,Yes
921,No,Rarely,2013.25,Unknown,3,4,Unknown,922,4,Male,,3,5,Manager,4,Unknown,16260.83,42278.17,4,Unknown,12,3.0,1,Unknown,1,26.0,2,4.0,2,0,1,1979,,Yes
922,No,Rarely,290.04,Unknown,6,1,Medical,923,1,Male,,3,1,Research Scientist,3,Married,2342.59,6090.75,0,Unknown,20,4.0,4,Part Time,0,,3,3.0,2,2,2,2001,28111.13,Yes
923,No,Rarely,274.34,Unknown,6,3,Unknown,924,3,Female,,3,1,Laboratory Technician,4,Unknown,2215.83,5761.17,1,Yes,13,3.0,3,Unknown,1,,2,3.0,3,0,2,1997,,No
924,No,Unknown,912.79,Unknown,9,2,Medical,925,2,Male,,2,2,Manufacturing Director,2,Unknown,7372.5,19168.5,2,Yes,11,3.0,3,Full Time,1,13.0,2,3.0,3,0,2,1987,88470.0,Yes
925,No,Unknown,210.99,Unknown,3,4,Medical,926,1,Male,26.374007936507937,2,1,Research Scientist,4,Single,,4430.83,0,Unknown,13,3.0,4,Part Time,0,5.0,0,3.0,4,1,1,1996,20450.0,Yes
926,No,Rarely,290.04,Unknown,4,3,Unknown,927,1,Male,,4,1,Research Scientist,1,Unknown,2342.59,6090.75,2,Unknown,16,3.0,1,Part Time,1,5.0,3,4.0,3,0,2,2000,28111.13,No
927,No,Unknown,500.5,Unknown,8,3,Life Sciences,928,4,Male,,4,2,Sales Executive,2,Unknown,4042.5,10510.5,0,No,22,4.0,3,Part Time,1,4.0,4,3.0,3,1,2,1998,48510.0,No
928,No,Unknown,837.78,Unknown,14,1,Unknown,929,14,Male,104.72222222222224,4,2,Sales Executive,2,Married,,17593.33,3,Unknown,12,3.0,4,Full Time,0,,3,3.0,2,2,2,1975,81200.0,Yes
929,Yes,Rarely,472.23,Unknown,3,2,Life Sciences,930,1,Female,59.02876984126984,3,2,Sales Executive,3,Single,3814.17,9916.83,9,No,14,3.0,1,Part Time,0,,3,3.0,2,2,0,1999,45770.0,Yes
930,No,Rarely,557.66,Unknown,16,4,Unknown,931,1,Male,,3,2,Sales Executive,1,Single,,11710.83,8,No,14,3.0,4,Full Time,0,10.0,1,3.0,2,2,2,1963,54050.0,No
931,No,Unknown,290.04,Unknown,8,4,Marketing,932,4,Male,36.25443871706758,3,1,Sales Representative,2,Married,2342.59,6090.75,7,No,15,3.0,4,Part Time,1,4.0,2,3.0,2,2,2,1973,28111.13,Yes
932,No,No,382.57,Unknown,24,3,Unknown,933,1,Male,47.82142857142857,1,1,Laboratory Technician,3,Single,,8034.0,2,Unknown,14,3.0,3,Full Time,0,9.0,5,3.0,5,1,4,1979,37080.0,No
933,No,Frequently,1420.71,Unknown,3,3,Unknown,934,4,Female,,3,4,Sales Executive,3,Divorced,11475.0,29835.0,9,Yes,12,3.0,4,Full Time,2,28.0,2,2.0,22,11,13,1976,137700.0,Yes
934,Yes,Unknown,290.04,Unknown,19,3,Unknown,935,3,Male,,4,1,Research Scientist,3,Divorced,2342.59,6090.75,6,Unknown,12,3.0,4,Part Time,0,,2,3.0,2,2,2,1981,28111.13,Yes
935,No,Frequently,556.26,Unknown,15,3,Life Sciences,936,4,Male,,2,2,Sales Executive,4,Married,4492.84,11681.39,3,Unknown,18,3.0,3,Part Time,1,7.0,5,3.0,2,2,2,1980,53914.11,Yes
936,No,Unknown,290.04,Unknown,2,1,Unknown,937,4,Female,,2,1,Research Scientist,4,Single,2342.59,6090.75,0,Unknown,20,4.0,4,Part Time,0,5.0,2,2.0,4,2,3,1983,28111.13,No
937,No,Unknown,236.99,Sales,10,3,Unknown,938,4,Male,,3,1,Sales Representative,2,Unknown,1914.17,4976.83,1,No,14,3.0,4,Unknown,2,,2,3.0,2,2,2,1994,,No
938,No,Unknown,252.78,Unknown,6,3,Unknown,939,4,Male,,3,2,Laboratory Technician,4,Single,2041.67,5308.33,2,Unknown,17,3.0,4,Part Time,0,19.0,4,3.0,2,2,2,1970,24500.0,No
939,No,Rarely,290.04,Research & Development,12,1,Medical,940,1,Male,,4,1,Research Scientist,3,Single,2342.59,6090.75,1,Unknown,18,3.0,4,Part Time,0,,3,3.0,2,0,2,2000,28111.13,No
940,Yes,Unknown,1973.98,Unknown,2,3,Medical,941,4,Male,,3,5,Manager,1,Unknown,15943.72,41453.67,5,Yes,13,3.0,4,Unknown,1,24.0,2,3.0,5,1,4,1968,,No
941,No,Frequently,290.04,Unknown,1,2,Life Sciences,942,1,Female,36.25443871706758,1,1,Laboratory Technician,4,Unknown,2342.59,6090.75,3,No,14,3.0,1,Part Time,1,,2,3.0,2,2,0,1997,28111.13,Yes
942,No,Rarely,290.04,Unknown,1,4,Unknown,943,2,Female,,4,1,Research Scientist,4,Single,2342.59,6090.75,2,No,16,3.0,3,Unknown,0,,2,3.0,4,1,3,1989,,No
943,No,Unknown,447.98,Unknown,8,1,Marketing,944,3,Male,,3,2,Sales Executive,4,Married,3618.33,9407.67,0,Unknown,19,3.0,2,Part Time,1,5.0,3,3.0,4,1,1,1996,43420.0,Yes
944,No,Rarely,265.37,Unknown,8,4,Unknown,945,1,Female,,3,1,Sales Representative,4,Unknown,2143.33,5572.67,1,No,16,3.0,2,Unknown,1,3.0,1,2.0,3,0,2,1988,,Yes
945,No,Rarely,290.04,Unknown,18,3,Unknown,946,4,Male,36.25443871706758,1,1,Laboratory Technician,3,Married,2342.59,6090.75,3,No,21,3.0,3,Part Time,2,7.0,2,3.0,2,0,2,1993,28111.13,Yes
946,No,Unknown,670.63,Unknown,8,2,Unknown,947,3,Female,,3,2,Sales Executive,1,Unknown,5416.67,14083.33,5,No,17,3.0,2,Unknown,1,,1,3.0,3,1,2,1989,,Yes
947,No,Rarely,324.9,Research & Development,25,4,Life Sciences,948,25,Female,40.61210317460318,3,2,Laboratory Technician,3,Unknown,2624.17,6822.83,8,Unknown,20,4.0,2,Part Time,1,9.0,3,3.0,5,1,4,1971,31490.0,Yes
948,Yes,Rarely,549.3,Unknown,16,3,Marketing,949,1,Female,,3,2,Sales Executive,1,Single,4436.67,11535.33,5,Unknown,15,3.0,3,Part Time,0,,3,3.0,3,0,2,1990,53240.0,No
949,No,Rarely,290.04,Research & Development,20,4,Unknown,950,20,Female,36.25443871706758,4,1,Research Scientist,3,Single,,6090.75,3,No,13,3.0,3,Part Time,0,7.0,0,3.0,2,2,2,1988,28111.13,No
950,Yes,Unknown,452.11,Unknown,2,4,Unknown,951,3,Male,,3,1,Research Scientist,3,Single,3651.67,9494.33,6,No,17,3.0,4,Full Time,0,5.0,3,2.0,2,2,1,1995,43820.0,Yes
951,No,Rarely,290.04,Unknown,13,3,Human Resources,952,3,Male,36.25443871706758,3,1,Human Resources,2,Married,2342.59,6090.75,4,Unknown,13,3.0,2,Part Time,1,,2,3.0,5,0,4,1987,28111.13,Yes
952,No,Frequently,263.4,Research & Development,16,4,Unknown,953,3,Female,32.92559523809524,2,1,Research Scientist,4,Single,2127.5,5531.5,1,No,16,3.0,3,Part Time,0,6.0,3,3.0,5,1,3,1989,25530.0,Yes
953,No,Unknown,290.04,Unknown,3,2,Unknown,954,3,Male,,3,1,Human Resources,4,Unknown,2342.59,6090.75,0,Unknown,19,3.0,3,Unknown,1,4.0,1,1.0,3,0,2,1989,,No
954,No,Rarely,612.13,Unknown,4,3,Unknown,955,4,Male,76.51686507936508,3,2,Healthcare Representative,2,Single,4944.17,12854.83,9,Unknown,12,3.0,4,Full Time,0,10.0,2,2.0,5,2,3,1979,59330.0,Yes
955,No,Unknown,454.28,Unknown,13,4,Life Sciences,956,2,Male,,3,2,Sales Executive,4,Divorced,,9539.83,2,Unknown,11,3.0,3,Part Time,1,8.0,3,2.0,5,0,3,1991,44030.0,Yes
956,No,Unknown,1128.11,Unknown,7,2,Unknown,957,1,Female,141.0138888888889,2,3,Sales Executive,4,Married,9111.67,23690.33,7,Yes,18,3.0,4,Full Time,1,35.0,3,3.0,5,0,4,1970,109340.0,No
957,No,Unknown,556.26,Unknown,1,2,Life Sciences,958,4,Male,,2,2,Manufacturing Director,4,Unknown,4492.84,11681.39,6,Unknown,22,4.0,1,Part Time,2,4.0,2,1.0,2,2,2,2001,53914.11,No
958,No,Rarely,290.04,Unknown,8,4,Life Sciences,959,1,Male,,4,1,Laboratory Technician,4,Unknown,2342.59,6090.75,2,Yes,24,4.0,3,Part Time,1,10.0,2,2.0,3,0,2,1979,28111.13,No
959,Yes,Frequently,208.62,Unknown,25,4,Life Sciences,960,4,Female,,3,1,Research Scientist,2,Divorced,1685.0,4381.0,1,Unknown,19,3.0,1,Part Time,1,10.0,3,2.0,10,7,8,1988,20220.0,Yes
960,No,Unknown,439.11,Unknown,4,1,Unknown,961,3,Male,,2,2,Sales Executive,1,Unknown,3546.67,9221.33,1,No,12,3.0,1,Part Time,0,5.0,1,4.0,5,0,3,1998,42560.0,No
961,No,Rarely,369.37,Unknown,1,3,Technical Degree,962,3,Female,,3,1,Research Scientist,1,Unknown,2983.33,7756.67,2,No,16,3.0,2,Unknown,1,7.0,2,3.0,4,0,2,1974,,No
962,No,No,290.04,Unknown,19,1,Life Sciences,963,1,Male,,2,1,Laboratory Technician,4,Unknown,2342.59,6090.75,0,Unknown,17,3.0,4,Part Time,0,,2,2.0,5,3,4,1999,28111.13,No
963,No,Rarely,299.1,Sales,9,3,Marketing,964,2,Male,,2,1,Sales Representative,2,Unknown,2415.83,6281.17,0,Unknown,19,3.0,4,Full Time,1,3.0,3,3.0,2,1,2,1985,28990.0,Yes
964,Yes,Rarely,290.04,Unknown,1,3,Medical,965,2,Female,36.25443871706758,2,1,Sales Representative,3,Unknown,2342.59,6090.75,6,Yes,19,3.0,3,Part Time,3,5.0,3,3.0,3,0,2,1994,28111.13,No
965,No,Frequently,573.86,Unknown,1,3,Life Sciences,966,4,Female,,3,2,Healthcare Representative,4,Married,4635.0,12051.0,4,Unknown,13,3.0,2,Unknown,1,12.0,2,2.0,5,2,2,1980,,Yes
966,No,Rarely,556.26,Unknown,5,4,Medical,967,1,Male,,3,2,Sales Executive,4,Single,,11681.39,1,Unknown,14,3.0,2,Part Time,0,4.0,3,3.0,4,0,2,1995,53914.11,No
967,Yes,Rarely,290.04,Unknown,2,3,Unknown,968,3,Female,36.25443871706758,2,1,Sales Representative,3,Single,2342.59,6090.75,1,Unknown,13,3.0,4,Part Time,0,2.0,3,2.0,2,0,2,2003,28111.13,Yes
968,No,Unknown,290.04,Unknown,2,4,Life Sciences,969,4,Female,,2,1,Sales Representative,4,Single,2342.59,6090.75,1,Yes,18,3.0,1,Unknown,0,3.0,3,2.0,3,1,2,1976,,Yes
969,Yes,Rarely,556.26,Unknown,3,1,Life Sciences,970,2,Female,,3,2,Manufacturing Director,3,Married,4492.84,11681.39,0,Yes,19,3.0,1,Part Time,1,4.0,3,4.0,3,0,2,2001,53914.11,Yes
970,No,Unknown,245.25,Unknown,9,3,Medical,971,3,Female,,3,1,Research Scientist,3,Divorced,1980.83,5150.17,5,No,18,3.0,2,Part Time,1,6.0,2,3.0,2,2,2,1995,23770.0,Yes
971,Yes,Unknown,248.03,Research & Development,6,3,Medical,972,4,Male,,3,1,Laboratory Technician,1,Married,,5208.67,7,Unknown,21,4.0,4,Part Time,0,,2,1.0,2,2,2,1984,24040.0,Yes
972,No,Rarely,288.79,Research & Development,1,4,Unknown,973,3,Male,36.098214285714285,2,1,Research Scientist,1,Single,2332.5,6064.5,3,Unknown,11,3.0,2,Part Time,0,,1,3.0,3,0,2,1990,27990.0,No
973,No,Rarely,290.04,Research & Development,7,4,Other,974,2,Male,36.25443871706758,3,1,Research Scientist,4,Single,2342.59,6090.75,2,Unknown,18,3.0,3,Part Time,0,8.0,6,3.0,6,0,1,1987,28111.13,Yes
974,No,Rarely,556.26,Unknown,48,3,Unknown,975,3,Female,,3,2,Sales Executive,3,Unknown,4492.84,11681.39,1,Unknown,16,3.0,2,Unknown,0,5.0,3,3.0,5,1,0,1988,,Yes
975,Yes,Unknown,290.04,Unknown,9,2,Medical,976,3,Male,,2,1,Research Scientist,1,Single,,6090.75,0,Yes,22,4.0,1,Part Time,0,4.0,0,3.0,3,1,2,1992,28111.13,No
976,No,Rarely,356.16,Unknown,13,1,Life Sciences,977,2,Female,44.51984126984127,3,1,Research Scientist,4,Single,2876.67,7479.33,3,Unknown,18,3.0,1,Full Time,0,5.0,4,3.0,3,0,2,1990,34520.0,No
977,No,Unknown,290.02,Unknown,24,4,Unknown,978,24,Female,,3,1,Laboratory Technician,2,Married,2342.5,6090.5,9,No,14,3.0,2,Part Time,1,4.0,2,3.0,2,2,2,1996,28110.0,No
978,Yes,Rarely,290.04,Unknown,22,3,Unknown,979,1,Female,36.25443871706758,3,1,Research Scientist,3,Married,,6090.75,4,Unknown,11,3.0,2,Part Time,0,,2,3.0,5,0,1,1993,28111.13,Yes
979,No,Unknown,451.6,Unknown,17,1,Medical,980,4,Female,,2,2,Manufacturing Director,3,Divorced,3647.5,9483.5,1,No,15,3.0,2,Part Time,2,5.0,6,3.0,4,3,2,1999,43770.0,No
980,Yes,Rarely,290.04,Research & Development,14,4,Other,981,3,Male,,2,1,Laboratory Technician,2,Divorced,2342.59,6090.75,1,Yes,24,4.0,4,Part Time,1,5.0,2,1.0,4,0,2,1988,28111.13,No
981,Yes,Unknown,290.04,Unknown,5,3,Unknown,982,2,Female,,3,1,Laboratory Technician,2,Unknown,2342.59,6090.75,0,Unknown,17,3.0,1,Part Time,0,4.0,3,3.0,3,1,2,1993,28111.13,Yes
982,No,Rarely,437.46,Research & Development,6,3,Unknown,983,1,Male,,2,2,Healthcare Representative,3,Unknown,3533.33,9186.67,2,No,13,3.0,4,Unknown,0,19.0,0,3.0,2,2,2,1975,,Yes
983,No,Rarely,556.26,Unknown,7,2,Medical,984,4,Female,,3,2,Manufacturing Director,3,Unknown,4492.84,11681.39,6,Unknown,14,3.0,2,Unknown,0,8.0,6,3.0,2,2,1,1982,,No
984,No,Unknown,436.12,Research & Development,2,4,Unknown,985,1,Female,,3,2,Manufacturing Director,4,Unknown,3522.5,9158.5,0,Unknown,18,3.0,2,Part Time,1,,2,3.0,3,2,2,1996,42270.0,Yes
985,No,Rarely,404.13,Research & Development,10,3,Other,986,2,Male,,3,1,Laboratory Technician,4,Unknown,3264.17,8486.83,1,No,20,4.0,1,Full Time,1,3.0,4,2.0,3,1,2,1988,39170.0,No
986,Yes,No,512.67,Unknown,29,2,Medical,987,2,Male,,1,2,Sales Executive,1,Single,,10766.17,8,No,18,3.0,4,Part Time,0,,6,3.0,2,2,2,1997,49690.0,Yes
987,No,No,290.04,Sales,8,1,Life Sciences,988,2,Female,,2,1,Sales Representative,4,Unknown,,6090.75,0,Unknown,19,3.0,4,Part Time,0,,2,2.0,2,2,2,1990,28111.13,No
988,Yes,Unknown,210.68,Unknown,2,3,Life Sciences,989,1,Male,,3,1,Research Scientist,1,Married,1701.67,4424.33,6,Unknown,14,3.0,2,Part Time,1,6.0,2,3.0,3,1,2,1997,20420.0,Yes
989,No,Frequently,291.06,Unknown,3,4,Unknown,990,3,Male,,3,1,Research Scientist,3,Unknown,2350.83,6112.17,3,No,16,3.0,1,Unknown,1,8.0,2,3.0,2,2,2,1985,,No
990,No,Unknown,1973.98,Unknown,47,4,Medical,991,47,Male,,3,5,Research Director,4,Unknown,,41453.67,9,No,17,3.0,4,Full Time,2,23.0,0,3.0,2,2,2,1977,191324.62,Yes
991,Yes,Unknown,290.04,Unknown,9,3,Marketing,992,4,Female,,3,1,Sales Representative,4,Single,2342.59,6090.75,1,Yes,14,3.0,2,Part Time,0,2.0,3,3.0,2,0,2,2003,28111.13,Yes
992,No,Unknown,1027.31,Unknown,20,3,Other,993,20,Male,,3,2,Manufacturing Director,1,Married,8297.5,21573.5,0,Unknown,15,3.0,3,Unknown,1,7.0,1,2.0,6,0,2,1993,,No
993,No,No,290.04,Unknown,8,5,Unknown,994,1,Male,,1,1,Laboratory Technician,3,Married,2342.59,6090.75,1,Unknown,19,3.0,4,Part Time,3,3.0,4,3.0,3,1,2,1996,28111.13,No
994,No,Unknown,1032.49,Unknown,2,1,Unknown,995,4,Male,,3,3,Manufacturing Director,2,Married,,21682.23,3,No,18,3.0,2,Part Time,1,23.0,4,3.0,3,1,2,1968,100071.84,Yes
995,No,Rarely,1032.49,Unknown,5,3,Life Sciences,996,4,Male,,2,3,Healthcare Representative,4,Unknown,8339.32,21682.23,4,No,15,3.0,3,Unknown,1,,2,3.0,3,1,2,1990,100071.84,Yes
996,No,Unknown,227.71,Unknown,15,2,Life Sciences,997,1,Male,,3,1,Laboratory Technician,3,Unknown,1839.17,4781.83,1,No,16,3.0,4,Unknown,1,4.0,5,2.0,4,2,2,1995,22070.0,Yes
997,No,Unknown,800.22,Unknown,3,1,Life Sciences,998,1,Male,,3,2,Healthcare Representative,4,Unknown,6463.33,16804.67,0,No,17,3.0,3,Unknown,0,,1,2.0,6,0,4,1989,,Yes
998,Yes,Unknown,290.04,Unknown,25,3,Medical,999,1,Male,,2,1,Research Scientist,2,Single,2342.59,6090.75,4,Yes,20,4.0,2,Part Time,0,5.0,0,3.0,2,2,2,1990,28111.13,No
999,No,Unknown,556.26,Unknown,7,3,Life Sciences,1000,4,Female,,3,2,Sales Executive,2,Married,4492.84,11681.39,0,No,17,3.0,3,Part Time,1,4.0,3,3.0,3,0,2,1990,53914.11,No
1000,No,Unknown,213.57,Unknown,1,1,Unknown,1001,4,Female,,2,1,Research Scientist,2,Single,,4485.0,1,Yes,11,3.0,3,Part Time,0,2.0,6,4.0,2,2,2,2002,20700.0,Yes
1001,No,Frequently,287.96,Unknown,20,3,Unknown,1002,3,Male,,4,1,Sales Representative,4,Married,,6047.17,0,No,12,3.0,1,Unknown,1,3.0,4,3.0,2,2,2,1992,27910.0,Yes
1002,No,Unknown,556.26,Unknown,11,2,Marketing,1003,4,Male,,3,2,Sales Executive,4,Divorced,4492.84,11681.39,1,Unknown,11,3.0,4,Unknown,1,5.0,3,3.0,5,0,2,1988,,Yes
1003,No,Unknown,556.26,Unknown,2,2,Unknown,1004,4,Male,,3,2,Manufacturing Director,3,Single,4492.84,11681.39,2,No,11,3.0,4,Unknown,0,,3,3.0,3,0,2,1989,,Yes
1004,Yes,Unknown,848.51,Unknown,9,4,Unknown,1005,1,Female,106.06349206349206,3,2,Sales Executive,1,Single,,17818.67,0,Unknown,17,3.0,1,Full Time,0,6.0,3,3.0,5,0,3,1990,82240.0,No
1005,Yes,Unknown,269.29,Research & Development,15,3,Medical,1006,3,Male,,3,1,Laboratory Technician,3,Unknown,,5655.0,1,No,12,3.0,3,Part Time,1,,5,2.0,2,2,2,1992,26100.0,Yes
1006,No,Rarely,591.29,Unknown,25,2,Unknown,1007,3,Female,73.91170634920636,2,2,Healthcare Representative,4,Unknown,4775.83,12417.17,7,No,13,3.0,3,Full Time,2,9.0,2,3.0,6,1,3,1986,57310.0,Yes
1007,No,Rarely,261.96,Unknown,6,3,Unknown,1008,4,Male,32.745039682539684,2,1,Research Scientist,3,Married,,5501.17,1,No,13,3.0,3,Part Time,1,4.0,0,3.0,4,2,2,1996,25390.0,Yes
1008,No,Frequently,245.14,Unknown,4,4,Other,1009,4,Male,30.642857142857142,2,1,Laboratory Technician,4,Married,,5148.0,1,Unknown,13,3.0,2,Part Time,1,2.0,2,4.0,2,2,2,1988,23760.0,Yes
