Oceans,Regions,Latitude,Longitude
Pacific Ocean,,11.09,-156.77
Pacific Ocean,,16.28,-160.37
Pacific Ocean,,16.88,-159.15
Pacific Ocean,,33.1,-149.63
Atlantic Ocean,Mediterranean Sea,38.007167,12.107333
Atlantic Ocean,Mediterranean Sea,38.234,11.531
Atlantic Ocean,Mediterranean Sea,41.045,3.341667
Atlantic Ocean,,42.79,-60.86
Atlantic Ocean,,42.48,-68.77
Atlantic Ocean,North Sea,57.7625,-3.0245
Atlantic Ocean,,41.15,-70.51
Atlantic Ocean,,40.48,-69.35
Atlantic Ocean,,32.17,-61.73
Atlantic Ocean,Mediterranean Sea,41.502667,17.548833
Atlantic Ocean,Mediterranean Sea,40.26,17.456667
Atlantic Ocean,Mediterranean Sea,37.787,23.701
,,42.2543,-87.8202
Atlantic Ocean,,32.8701,-79.966
Atlantic Ocean,,31.27,-73.64
Atlantic Ocean,,35.45,-67.72
Atlantic Ocean,New York Bight,39.57,-71.94
Atlantic Ocean,,41.1,-71.36
Atlantic Ocean,,22.57,-71.64
Atlantic Ocean,,23.64,-73.6
Atlantic Ocean,,28.45,-71.93
Atlantic Ocean,,29.318667,-31.791333
Pacific Ocean,,31.994232,-137.239
Pacific Ocean,,32.9178,-117.259
Atlantic Ocean,Gulf of Mexico,26.9895,-97.3781
Atlantic Ocean,Gulf of Mexico,20.974583,-97.3069
Atlantic Ocean,Gulf of Mexico,21.289833,-97.420017
Atlantic Ocean,,23.98,-81.97
Atlantic Ocean,,24.24,-80.13
Atlantic Ocean,,24.76,-58.19
Atlantic Ocean,Gulf of Mexico,29.2315,-94.8879
Atlantic Ocean,Gulf of Mexico,27.8281,-97.0526
Atlantic Ocean,Gulf of Mexico,27.1414,-97.3733
Atlantic Ocean,Gulf of Mexico,27.5438,-97.2835
Atlantic Ocean,Gulf of Mexico,27.5818,-97.2191
Atlantic Ocean,Gulf of Mexico,27.7044,-97.1497
Atlantic Ocean,Gulf of Mexico,29.9559,-90.0469
Atlantic Ocean,Gulf of Mexico,29.7592,-95.053
Atlantic Ocean,Gulf of Mexico,29.2739,-94.8119
Atlantic Ocean,Gulf of Mexico,29.2557,-94.845
Atlantic Ocean,Gulf of Mexico,29.2628,-94.8329
Atlantic Ocean,Gulf of Mexico,29.2217,-94.9046
Atlantic Ocean,Gulf of Mexico,29.9497,-85.4279
Atlantic Ocean,Gulf of Mexico,30.352,-86.2511
Atlantic Ocean,Gulf of Mexico,30.2426,-89.425
Atlantic Ocean,Gulf of Mexico,30.3059,-89.328
Atlantic Ocean,Gulf of Mexico,29.1767,-90.0714
Atlantic Ocean,Gulf of Mexico,29.9403,-89.9951
Pacific Ocean,,31.000233,-140.6145
Atlantic Ocean,,26.06,-78.02
Atlantic Ocean,,26.1,-78.61
Atlantic Ocean,,26.3,-78.37
Atlantic Ocean,,26.27,-79.03
Atlantic Ocean,Gulf of Mexico,27.8493,-82.4314
Atlantic Ocean,Caribbean Sea,13.01,-61.2434
Pacific Ocean,,22.76,-141.69
Pacific Ocean,,20.15,-147.77
Pacific Ocean,,29.37,-139.91
Pacific Ocean,,28.54,-140.09
Pacific Ocean,,30.981832,-137.373
Atlantic Ocean,Caribbean Sea,16.5,-85.99
Atlantic Ocean,Caribbean Sea,11.47,-62.59
Atlantic Ocean,,19.2,-69.33
Atlantic Ocean,Caribbean Sea,16.6,-66.1
Atlantic Ocean,Caribbean Sea,14.235,-60.505
Atlantic Ocean,Caribbean Sea,13.48,-61.52
Atlantic Ocean,,-23.9962,-46.3048
Pacific Ocean,,-4.5,-148.13
Atlantic Ocean,,0.93032,-13.13151
Pacific Ocean,,19.8,-143.03
Atlantic Ocean,Caribbean Sea,17.52,-76.1
Atlantic Ocean,Caribbean Sea,17.23,-77.18
Pacific Ocean,,33.38,-156.38
Pacific Ocean,,36.3994,-150.3816
Pacific Ocean,,36.413033,-153.550317
Atlantic Ocean,Mediterranean Sea,32.903333,35.071
Pacific Ocean,,32.7388,-165.2378
Atlantic Ocean,Baltic Sea,54.246517,11.803533
Arctic Ocean,Norwegian Sea,75.817,17.545667
Atlantic Ocean,,-37.2283,1.5823
Pacific Ocean,,12.52,-156.96
Pacific Ocean,,14.71,-157.43
Pacific Ocean,,20.6,-154.81
Atlantic Ocean,,42.98,-66.45
Atlantic Ocean,Celtic Sea,47.970833,-4.7205
Atlantic Ocean,,46.792624,-7.622545
Atlantic Ocean,Inner Seas off the West Coast of Scotland,58.255,-6.050667
Atlantic Ocean,Inner Seas off the West Coast of Scotland,58.325333,-5.956
Atlantic Ocean,Irish Sea and St. George's Channel,54.711333,-4.135667
Atlantic Ocean,,39.63,-69.63
Atlantic Ocean,,37.25,-67.8
Atlantic Ocean,,42.090428,-27.467325
Atlantic Ocean,,33.1602,-48.2675
Atlantic Ocean,Mediterranean Sea,38.8607,9.4305
Pacific Ocean,,43.3334,-124.3727
Atlantic Ocean,,32.8351,-79.9859
Atlantic Ocean,,32.7762,-79.9254
Atlantic Ocean,,32.7762,-79.9255
Atlantic Ocean,,32.7695,-79.9334
Atlantic Ocean,,36.54,-64.19
Atlantic Ocean,,40.15,-70.12
Atlantic Ocean,,21.22,-58.0
Atlantic Ocean,,20.42,-70.15
Atlantic Ocean,,23.25,-73.48
Atlantic Ocean,,22.91,-70.46
Atlantic Ocean,,21.6291,-23.7028
Pacific Ocean,,34.4166,-119.8323
Atlantic Ocean,Gulf of Mexico,27.4154,-97.3013
Atlantic Ocean,Gulf of Mexico,27.5818,-97.2204
Atlantic Ocean,Gulf of Mexico,27.7044,-97.1497
Atlantic Ocean,Gulf of Mexico,23.47,-83.2
Atlantic Ocean,,22.57,-74.52
Atlantic Ocean,,22.72,-74.6
Atlantic Ocean,Gulf of Mexico,29.2325,-94.8866
Atlantic Ocean,Gulf of Mexico,29.2326,-94.8854
Atlantic Ocean,Gulf of Mexico,28.0458,-96.8702
Atlantic Ocean,Gulf of Mexico,27.8125,-97.0672
Atlantic Ocean,Gulf of Mexico,27.8653,-97.3306
Atlantic Ocean,Gulf of Mexico,28.1278,-96.9896
Atlantic Ocean,Gulf of Mexico,27.9185,-82.5379
Atlantic Ocean,Gulf of Mexico,29.5324,-95.0093
Atlantic Ocean,Gulf of Mexico,29.298,-94.7771
Atlantic Ocean,Gulf of Mexico,29.2819,-94.7984
Atlantic Ocean,Gulf of Mexico,29.2713,-94.8173
Atlantic Ocean,Gulf of Mexico,29.1957,-94.9482
Pacific Ocean,,20.751055,-105.37303
Atlantic Ocean,,28.21,-74.37
Atlantic Ocean,,27.76,-76.27
Atlantic Ocean,,26.74,-76.97
Atlantic Ocean,,26.8408,-77.3893
Atlantic Ocean,,25.98,-77.85
Atlantic Ocean,Caribbean Sea,17.79,-64.39
Atlantic Ocean,Caribbean Sea,15.0,-61.4
Atlantic Ocean,,16.4902,-42.6975
Pacific Ocean,,30.4876,-133.93585
Pacific Ocean,,24.28,-143.99
Pacific Ocean,,27.33,-142.18
Atlantic Ocean,Caribbean Sea,15.77,-76.08
Atlantic Ocean,Caribbean Sea,19.45,-80.55
Atlantic Ocean,Gulf of Mexico,19.0956,-96.0987
Pacific Ocean,,15.8032,-96.0082
Atlantic Ocean,Caribbean Sea,12.6,-69.35
Atlantic Ocean,Caribbean Sea,18.67,-64.98
Pacific Ocean,,1.9,-108.05
Pacific Ocean,,2.867,-122.483
Atlantic Ocean,,-1.2036,-44.44505
Atlantic Ocean,,0.534544,-47.126658
Atlantic Ocean,Caribbean Sea,19.04,-78.39
Atlantic Ocean,Caribbean Sea,16.98,-80.38
Pacific Ocean,,23.65,-149.74
Pacific Ocean,,40.5463,-151.5393
Atlantic Ocean,,57.298,-10.39
Arctic Ocean,Greenland Sea,65.7056,-21.6652
Pacific Ocean,,6.42,-148.97
Pacific Ocean,,9.55,-155.93
Pacific Ocean,,16.88,-159.15
Pacific Ocean,,18.01,-156.72
Atlantic Ocean,,43.4,-64.8
Atlantic Ocean,Mediterranean Sea,44.066403,9.550197
Atlantic Ocean,Mediterranean Sea,43.256167,6.72
Atlantic Ocean,Mediterranean Sea,43.033333,6.226667
Pacific Ocean,Coastal Waters of Southeast Alaska and British Columbia,56.61,-134.58
Atlantic Ocean,,60.6995,-1.402667
Atlantic Ocean,Mediterranean Sea,42.02,3.236667
Pacific Ocean,,45.246833,-129.051333
Pacific Ocean,,43.1023,-124.4326
Pacific Ocean,Coastal Waters of Southeast Alaska and British Columbia,48.2,-122.92
,,43.0168,-79.0211
,,42.678,-79.0525
Atlantic Ocean,,32.7759,-79.9252
Atlantic Ocean,,31.97,-68.35
Atlantic Ocean,,32.1,-64.95
Atlantic Ocean,,35.27,-64.68
Atlantic Ocean,,40.98,-70.43
Atlantic Ocean,,40.82,-68.98
Atlantic Ocean,,28.152519,-16.43179
Pacific Ocean,,36.0467,-128.8315
Pacific Ocean,,37.5466,-122.5146
Pacific Ocean,,37.9134,-122.4545
Atlantic Ocean,,32.8024,-79.9342
Atlantic Ocean,,32.7767,-79.9251
Atlantic Ocean,,25.18,-73.35
Atlantic Ocean,,28.27,-70.15
Atlantic Ocean,,28.42,-70.18
Atlantic Ocean,,30.1,-65.85
Atlantic Ocean,,23.5153,-18.7063
Atlantic Ocean,,28.152519,-16.43179
Atlantic Ocean,,24.1,-82.25
Atlantic Ocean,,24.76,-80.07
Atlantic Ocean,,29.18,-58.51
Atlantic Ocean,,25.69,-60.05
Atlantic Ocean,,22.08,-58.07
Atlantic Ocean,,21.87,-69.53
Atlantic Ocean,Gulf of Mexico,26.6984,-97.322
Atlantic Ocean,Gulf of Mexico,26.6636,-97.3113
Atlantic Ocean,Gulf of Mexico,26.282,-97.1926
Atlantic Ocean,Gulf of Mexico,21.526733,-87.37755
Atlantic Ocean,Gulf of Mexico,23.5,-84.06
Atlantic Ocean,,24.6,-80.62
Atlantic Ocean,Gulf of Mexico,27.7542,-97.6892
Atlantic Ocean,Gulf of Mexico,27.207,-97.3638
Atlantic Ocean,Gulf of Mexico,27.2765,-97.3478
Atlantic Ocean,Gulf of Mexico,27.7454,-97.3722
Atlantic Ocean,Gulf of Mexico,27.6729,-97.1691
Atlantic Ocean,Gulf of Mexico,27.618,-97.2007
Atlantic Ocean,Gulf of Mexico,29.29,-94.7862
Atlantic Ocean,Gulf of Mexico,29.3068,-94.7637
Atlantic Ocean,Gulf of Mexico,29.31,-94.7596
Atlantic Ocean,Gulf of Mexico,27.9562,-96.9615
Atlantic Ocean,Gulf of Mexico,27.8161,-97.0645
Atlantic Ocean,Gulf of Mexico,27.8132,-97.0666
Atlantic Ocean,,29.14,-79.32
Atlantic Ocean,,25.75,-77.27
,,30.3662,-89.0847
Atlantic Ocean,Gulf of Mexico,30.4583,-91.1879
Atlantic Ocean,Gulf of Mexico,29.5068,-94.5
Atlantic Ocean,Gulf of Mexico,29.2927,-94.7837
Pacific Ocean,,27.0,-129.0
Pacific Ocean,,25.35,-141.11
Pacific Ocean,,24.606567,-144.861067
Pacific Ocean,,27.0518,-144.97595
Pacific Ocean,,28.54,-140.09
Pacific Ocean,Gulf of California,26.88,-111.12
Atlantic Ocean,Caribbean Sea,17.81,-72.14
Atlantic Ocean,,19.83,-65.17
Atlantic Ocean,Caribbean Sea,15.95,-64.6
Atlantic Ocean,,14.8961,-50.9262
Atlantic Ocean,,14.4657,-50.5602
Pacific Ocean,,30.694833,-123.965167
Pacific Ocean,,-23.71,-118.113
Pacific Ocean,,2.19,-135.73
Pacific Ocean,,18.2883,-103.7042
Atlantic Ocean,Caribbean Sea,19.11,-76.56
Atlantic Ocean,Caribbean Sea,19.03,-77.84
Atlantic Ocean,Caribbean Sea,17.46,-79.08
Pacific Ocean,,30.1206,-165.4097
Atlantic Ocean,North Sea,58.850667,-3.052333
Atlantic Ocean,Inner Seas off the West Coast of Scotland,55.886667,-4.908667
Pacific Ocean,,6.42,-148.97
Pacific Ocean,,7.43,-149.9
Pacific Ocean,,40.58,-157.79
Indian Ocean,Mozambique Channel,-23.9885,39.280667
,,42.9611,-87.8612
,,43.9411,-78.2934
Atlantic Ocean,,44.36,-63.18
Atlantic Ocean,,48.5697,-46.3615
Atlantic Ocean,Mediterranean Sea,43.4965,7.0476
Pacific Ocean,Gulf of Alaska,60.3903,-145.7124
Atlantic Ocean,,37.9,-58.8
Atlantic Ocean,,40.78,-60.25
Atlantic Ocean,,35.73,-59.45
Atlantic Ocean,Mediterranean Sea,38.710667,17.685833
Atlantic Ocean,Mediterranean Sea,38.690833,12.840333
Atlantic Ocean,Mediterranean Sea,39.26,19.748
Atlantic Ocean,,32.8028,-79.935
Atlantic Ocean,,32.7759,-79.9252
Atlantic Ocean,,41.33,-68.35
Atlantic Ocean,,40.47,-68.38
Atlantic Ocean,,41.33,-66.12
Atlantic Ocean,,41.8,-63.78
Atlantic Ocean,,30.45,-59.08
Atlantic Ocean,,26.57,-57.47
Atlantic Ocean,,20.73,-69.95
Atlantic Ocean,,31.07,-69.71
Atlantic Ocean,,37.6307,-76.3384
,,38.5475,-90.4967
Atlantic Ocean,Gulf of Mexico,27.558,-97.2327
Atlantic Ocean,Gulf of Mexico,27.7149,-97.1426
Atlantic Ocean,Gulf of Mexico,27.7195,-97.1391
Atlantic Ocean,Gulf of Mexico,27.6318,-97.1937
Atlantic Ocean,Caribbean Sea,24.6922,-81.0828
Atlantic Ocean,,23.85,-81.88
Atlantic Ocean,Gulf of Mexico,29.3032,-94.77
Atlantic Ocean,Gulf of Mexico,27.8274,-97.0531
Atlantic Ocean,Gulf of Mexico,27.1189,-97.3756
Atlantic Ocean,Gulf of Mexico,27.5351,-97.2443
Atlantic Ocean,Gulf of Mexico,27.5446,-97.2398
Atlantic Ocean,Gulf of Mexico,27.5539,-97.2347
Atlantic Ocean,Gulf of Mexico,27.6081,-82.5712
Atlantic Ocean,Gulf of Mexico,30.3074,-89.3269
Atlantic Ocean,Gulf of Mexico,29.6526,-95.0094
Atlantic Ocean,Gulf of Mexico,29.3339,-94.7443
Atlantic Ocean,Gulf of Mexico,29.2869,-94.7913
Atlantic Ocean,Gulf of Mexico,29.2571,-94.8427
Pacific Ocean,,25.28,-147.0
Pacific Ocean,,23.301153,-106.488458
Atlantic Ocean,,30.66,-80.15
Atlantic Ocean,,25.9,-75.43
Atlantic Ocean,Gulf of Mexico,28.0583,-82.826
Atlantic Ocean,Gulf of Mexico,27.5737,-82.6868
Atlantic Ocean,Caribbean Sea,11.78,-60.42
Atlantic Ocean,,16.6525,-31.2053
Atlantic Ocean,,17.8167,-42.5333
Pacific Ocean,,25.35,-141.11
Pacific Ocean,,24.03,-138.44
Pacific Ocean,,24.52,-148.47
Atlantic Ocean,Caribbean Sea,16.4,-82.63
Atlantic Ocean,Caribbean Sea,16.38,-84.74
Atlantic Ocean,Caribbean Sea,16.86,-85.95
Atlantic Ocean,Caribbean Sea,13.5,-63.35
Atlantic Ocean,Caribbean Sea,18.48,-64.25
Atlantic Ocean,Caribbean Sea,14.1833,-60.0167
Atlantic Ocean,,-34.0419,-18.1859
Atlantic Ocean,,-32.9033,-11.3745
Pacific Ocean,,2.19,-135.73
Atlantic Ocean,,7.934667,-28.43095
Atlantic Ocean,Caribbean Sea,19.04,-76.93
Atlantic Ocean,Caribbean Sea,16.54,-84.2
Atlantic Ocean,North Sea,57.723833,-2.921333
Atlantic Ocean,North Sea,57.934333,-3.855667
Pacific Ocean,,6.42,-148.97
Pacific Ocean,,33.38,-156.38
Pacific Ocean,,40.58,-157.79
Atlantic Ocean,Mediterranean Sea,33.074,35.101667
Atlantic Ocean,Mediterranean Sea,36.344533,-4.964
Atlantic Ocean,Mediterranean Sea,37.868833,1.651667
Atlantic Ocean,Mediterranean Sea,37.975,1.333333
Atlantic Ocean,,43.55,-64.51
Atlantic Ocean,,51.566003,-10.829055
Pacific Ocean,Coastal Waters of Southeast Alaska and British Columbia,57.0325,-135.3947
Atlantic Ocean,,39.93,-71.15
Atlantic Ocean,,37.73,-64.9
Atlantic Ocean,,32.49,-58.12
Atlantic Ocean,,38.42905,-9.14605
Atlantic Ocean,,38.42905,-9.14605
Atlantic Ocean,,38.43987,-9.09325
Atlantic Ocean,,40.99,-70.38
Atlantic Ocean,,41.4,-70.85
Atlantic Ocean,,41.5148,-70.9822
Atlantic Ocean,,42.1,-69.44
Atlantic Ocean,,40.3,-69.74
Atlantic Ocean,,39.95,-71.08
Atlantic Ocean,,34.2,-64.03
Atlantic Ocean,,35.48,-63.7
Atlantic Ocean,,35.6686,-69.1216
Atlantic Ocean,,41.80855,-71.389458
Atlantic Ocean,,41.80855,-71.389458
Atlantic Ocean,,41.692959,-71.362806
Atlantic Ocean,,32.7508,-79.8971
Atlantic Ocean,,32.7846,-79.7874
Atlantic Ocean,,32.5018,-80.2976
Atlantic Ocean,,31.5865,-62.7727
Atlantic Ocean,,33.63,-66.43
Atlantic Ocean,,34.6,-63.75
Atlantic Ocean,,20.51,-73.69
Atlantic Ocean,,29.44,-71.97
Atlantic Ocean,,27.302,-13.935333
Pacific Ocean,,38.337,-137.6313
Pacific Ocean,,32.6711,-117.1688
Pacific Ocean,,36.9536,-121.8849
Atlantic Ocean,,25.28,-75.92
Atlantic Ocean,,29.5392,-54.9628
Atlantic Ocean,,30.19,-56.62
Atlantic Ocean,,30.53,-58.93
Atlantic Ocean,,21.0185,-62.855833
Atlantic Ocean,,20.69,-71.08
Atlantic Ocean,Gulf of Mexico,27.7532,-97.3761
Atlantic Ocean,Gulf of Mexico,27.7565,-97.113
Atlantic Ocean,Gulf of Mexico,26.1302,-97.1672
Atlantic Ocean,Gulf of Mexico,21.2582,-97.4205
Atlantic Ocean,Gulf of Mexico,23.93,-83.57
Atlantic Ocean,,25.67,-77.37
Atlantic Ocean,Gulf of Mexico,29.3144,-94.7527
Atlantic Ocean,Gulf of Mexico,29.3185,-94.7472
Atlantic Ocean,Gulf of Mexico,27.9974,-96.9218
Atlantic Ocean,Gulf of Mexico,27.8389,-97.068
Atlantic Ocean,Gulf of Mexico,27.2764,-97.3481
Atlantic Ocean,Gulf of Mexico,27.4158,-97.301
Atlantic Ocean,Gulf of Mexico,29.1403,-95.0397
Atlantic Ocean,Gulf of Mexico,29.2117,-95.2082
Atlantic Ocean,Gulf of Mexico,29.6546,-95.0083
Atlantic Ocean,Gulf of Mexico,29.2698,-94.8198
Atlantic Ocean,Gulf of Mexico,29.1956,-94.9485
Atlantic Ocean,Gulf of Mexico,29.2156,-94.9143
Pacific Ocean,,25.35,-141.11
Pacific Ocean,,24.28,-143.99
Pacific Ocean,,24.52,-148.47
Pacific Ocean,,25.28,-147.0
Atlantic Ocean,,25.95,-77.97
Atlantic Ocean,Gulf of Mexico,30.6907,-88.0381
Atlantic Ocean,Caribbean Sea,11.55,-66.92
Atlantic Ocean,Caribbean Sea,19.57,-73.96
Atlantic Ocean,,14.3867,-53.965
Atlantic Ocean,,14.3432,-56.3115
Atlantic Ocean,Caribbean Sea,12.0,-61.7
Atlantic Ocean,Caribbean Sea,11.8,-61.38
Atlantic Ocean,Gulf of Mexico,19.541887,-90.70652
Atlantic Ocean,Gulf of Mexico,19.1944,-96.1236
Atlantic Ocean,Gulf of Mexico,18.437298,-93.221816
Pacific Ocean,,15.663106,-96.518496
Pacific Ocean,,15.687,-96.237
Atlantic Ocean,Caribbean Sea,11.1,-64.52
Pacific Ocean,,-26.6982,-112.871
Pacific Ocean,,-15.96,-148.24
Pacific Ocean,,-8.9,-143.46
Pacific Ocean,,4.86,-143.41
Pacific Ocean,,19.117731,-104.38699
Atlantic Ocean,Caribbean Sea,19.03,-79.65
Pacific Ocean,,40.58,-157.79
Atlantic Ocean,Mediterranean Sea,32.152,34.783167
Atlantic Ocean,Inner Seas off the West Coast of Scotland,55.236167,-5.736833
Arctic Ocean,,84.40488,17.45691
Pacific Ocean,,7.43,-149.9
Pacific Ocean,,13.69,-156.87
Pacific Ocean,,18.46,-157.58
Pacific Ocean,,25.64925,-154.19815
Pacific Ocean,Coastal Waters of Southeast Alaska and British Columbia,47.2972,-122.4301
Atlantic Ocean,,44.6485,-63.4142
Atlantic Ocean,,45.975668,-15.250056
Atlantic Ocean,Mediterranean Sea,43.327167,4.400167
Atlantic Ocean,,57.3045,-10.3825
Atlantic Ocean,Inner Seas off the West Coast of Scotland,57.184167,-6.518
Atlantic Ocean,,40.57,-66.53
Atlantic Ocean,,31.24,-60.25
Atlantic Ocean,,36.853333,-8.423333
Atlantic Ocean,Mediterranean Sea,33.919014,10.128889
Atlantic Ocean,Mediterranean Sea,41.389383,2.203525
Pacific Ocean,,43.363,-124.3254
Atlantic Ocean,,32.7509,-79.9042
Atlantic Ocean,,41.581,-71.3225
Atlantic Ocean,,41.02,-70.72
Atlantic Ocean,,41.33,-70.98
Atlantic Ocean,,41.71,-69.39
Atlantic Ocean,,40.93,-70.65
Atlantic Ocean,,26.15,-64.84
Atlantic Ocean,,27.61,-62.26
Pacific Ocean,,34.0567,-142.0252
Pacific Ocean,,37.7582,-122.5112
Atlantic Ocean,,37.6772,-76.3275
Atlantic Ocean,,32.892,-79.9727
Atlantic Ocean,,24.71,-80.31
Atlantic Ocean,Caribbean Sea,20.35,-79.57
Atlantic Ocean,,22.07,-58.73
Atlantic Ocean,,23.47,-58.37
Atlantic Ocean,,24.18,-58.14
Atlantic Ocean,,21.65,-64.97
Atlantic Ocean,Gulf of Mexico,27.8233,-97.3854
Atlantic Ocean,Gulf of Mexico,27.4154,-97.3011
Atlantic Ocean,Gulf of Mexico,27.5819,-97.2201
Atlantic Ocean,Gulf of Mexico,27.6309,-97.2048
Atlantic Ocean,Gulf of Mexico,26.7717,-97.3428
Atlantic Ocean,,24.35,-80.83
Atlantic Ocean,Gulf of Mexico,29.2577,-94.8409
Atlantic Ocean,Gulf of Mexico,29.1959,-94.948
Atlantic Ocean,Gulf of Mexico,29.1974,-94.9445
Atlantic Ocean,Gulf of Mexico,29.2325,-94.8864
Atlantic Ocean,Gulf of Mexico,29.2325,-94.8863
Atlantic Ocean,Gulf of Mexico,27.9886,-96.9305
Pacific Ocean,,31.02,-141.19
Atlantic Ocean,Coastal Waters of Florida,26.82,-79.99
Atlantic Ocean,Gulf of Mexico,27.778,-82.5203
Atlantic Ocean,Gulf of Mexico,25.8384,-81.3923
Atlantic Ocean,Gulf of Mexico,30.3065,-89.3275
Atlantic Ocean,Gulf of Mexico,29.2841,-94.7949
Atlantic Ocean,Caribbean Sea,13.12,-60.35
Atlantic Ocean,Caribbean Sea,12.32,-61.88
Atlantic Ocean,Caribbean Sea,12.25,-61.77
Pacific Ocean,,24.03,-138.44
Pacific Ocean,,25.68,-143.09
Pacific Ocean,,24.52,-148.47
Atlantic Ocean,Gulf of Mexico,19.4165,-96.3223
Atlantic Ocean,Gulf of Mexico,19.0932,-96.0972
Atlantic Ocean,Caribbean Sea,18.98,-74.25
Atlantic Ocean,,15.9488,-52.5159
Atlantic Ocean,Caribbean Sea,14.02,-61.07
Atlantic Ocean,Caribbean Sea,13.17,-59.82
Pacific Ocean,,-33.1071,-82.387
Pacific Ocean,,-9.777533,-115.847833
Pacific Ocean,,2.19,-135.73
Pacific Ocean,,1.2,-110.816
Pacific Ocean,,2.333,-108.9
Atlantic Ocean,,0.340022,-44.880853
Atlantic Ocean,Mediterranean Sea,36.9416,26.2047
Pacific Ocean,Gulf of Alaska,59.8747,-149.7407
Pacific Ocean,,13.69,-156.87
Pacific Ocean,,14.71,-157.43
Pacific Ocean,,18.46,-157.58
Pacific Ocean,,19.86,-154.98
Pacific Ocean,,39.1247,-156.9162
Pacific Ocean,,40.58,-157.79
Atlantic Ocean,Mediterranean Sea,43.2754,7.0302
Atlantic Ocean,Inner Seas off the West Coast of Scotland,57.146333,-6.751
Atlantic Ocean,North Sea,58.2836,3.6806
Arctic Ocean,Greenland Sea,80.1287,6.08353
Arctic Ocean,,84.2656,17.3778
Pacific Ocean,,7.43,-149.9
Atlantic Ocean,Mediterranean Sea,40.910469,0.833376
Pacific Ocean,,53.07,-133.66
,,43.0985,-79.0236
Atlantic Ocean,,42.78,-65.5
Atlantic Ocean,,42.5,-69.6
Atlantic Ocean,Mediterranean Sea,44.329069,8.749319
Atlantic Ocean,,31.7,-71.32
Atlantic Ocean,,32.77,-64.58
Atlantic Ocean,,40.83,-70.15
Atlantic Ocean,,40.9,-70.75
Atlantic Ocean,,40.57,-69.93
Atlantic Ocean,,40.01,-69.08
Pacific Ocean,,31.787167,-143.935
Pacific Ocean,,33.8259,-138.275
Pacific Ocean,,37.56655,-131.4851
Pacific Ocean,,31.72955,-134.0345
Pacific Ocean,,34.4161,-119.6714
Atlantic Ocean,,32.8942,-79.9656
Atlantic Ocean,,28.58,-67.29
Atlantic Ocean,,29.92,-67.87
Atlantic Ocean,,20.7267,-28.3517
Atlantic Ocean,,25.0864,-18.4138
Atlantic Ocean,,25.0133,-20.673
Atlantic Ocean,,28.152519,-16.43179
Atlantic Ocean,Coastal Waters of Florida,24.53,-81.81
Atlantic Ocean,,23.98,-81.59
Atlantic Ocean,,27.03,-57.63
Atlantic Ocean,,23.3,-59.81
Atlantic Ocean,,22.31,-64.77
Atlantic Ocean,,20.33,-71.01
Atlantic Ocean,Gulf of Mexico,27.5349,-97.2446
Atlantic Ocean,Gulf of Mexico,27.5817,-97.22
Atlantic Ocean,Gulf of Mexico,27.6802,-97.1645
Atlantic Ocean,Gulf of Mexico,26.1132,-97.166
Atlantic Ocean,Gulf of Mexico,21.3135,-97.4169
Atlantic Ocean,Gulf of Mexico,21.516267,-87.391983
Atlantic Ocean,Gulf of Mexico,29.2852,-94.7931
Atlantic Ocean,Gulf of Mexico,29.2652,-94.8272
Atlantic Ocean,Gulf of Mexico,27.9561,-96.9617
Atlantic Ocean,Gulf of Mexico,27.8206,-97.0602
Atlantic Ocean,Gulf of Mexico,27.8667,-97.3276
Atlantic Ocean,Gulf of Mexico,28.1106,-96.7915
Atlantic Ocean,Gulf of Mexico,30.547,-87.1947
Atlantic Ocean,Gulf of Mexico,30.3063,-89.3277
Atlantic Ocean,Gulf of Mexico,30.3743,-87.8367
Atlantic Ocean,Gulf of Mexico,29.9195,-89.9675
Atlantic Ocean,Gulf of Mexico,30.443,-91.1908
Atlantic Ocean,Gulf of Mexico,28.5512,-96.7362
Pacific Ocean,,29.37,-139.91
Pacific Ocean,,31.06,-143.46
Pacific Ocean,Gulf of California,23.89,-109.37
Pacific Ocean,,23.327094,-110.174193
Pacific Ocean,,26.2396,-112.4743
Atlantic Ocean,Gulf of Mexico,27.9237,-82.4807
Atlantic Ocean,,14.3154,-59.5381
Pacific Ocean,,24.5525,-125.481667
Pacific Ocean,,24.03,-138.44
Pacific Ocean,,25.68,-143.09
Pacific Ocean,,24.52,-148.47
Pacific Ocean,,25.28,-147.0
Atlantic Ocean,Caribbean Sea,18.75,-74.7
Atlantic Ocean,Caribbean Sea,18.59,-78.87
Atlantic Ocean,Caribbean Sea,17.5,-79.28
Atlantic Ocean,Caribbean Sea,17.15,-76.53
Atlantic Ocean,Caribbean Sea,16.65,-81.27
Atlantic Ocean,Caribbean Sea,16.22,-85.88
Pacific Ocean,,-26.6027,-113.8575
Pacific Ocean,,-32.8038,-86.2393
Pacific Ocean,,-5.76,-111.24
Pacific Ocean,,2.19,-135.73
Atlantic Ocean,Caribbean Sea,18.57,-76.75
Atlantic Ocean,Gulf of Mexico,18.8647,-95.9054
Pacific Ocean,,33.1,-156.49
Pacific Ocean,,33.02,-152.9
Pacific Ocean,,38.33615,-152.5177
Pacific Ocean,,40.38,-157.49
Atlantic Ocean,North Sea,56.177,-2.475
Pacific Ocean,,17.55,-158.31
Pacific Ocean,,20.27,-156.47
Pacific Ocean,,20.6,-154.81
Pacific Ocean,,23.65,-149.74
Pacific Ocean,,28.04,-152.1
